Press,Title,Analysis
연합뉴스,수요 냉각에 전기차 투자 속속 연기…UAW와 합의로 일부 확대도,"제목의 키워드인 ""수요 냉각"", ""투자 연기"", ""합의"", ""확대""를 분석해보면, 전반적으로 부정적인 요소가 더 강하게 나타납니다. ""수요 냉각""과 ""투자 연기""는 부정적인 상황을 나타내며, ""합의""와 ""일부 확대""는 긍정적인 의미를 내포하지만, 전반적인 맥락이 부정적인 영향을 주고 있습니다. 

따라서 이 제목의 감성은 **부정적**입니다."
KBS,전기차 판매 ‘급감’… 이제는 ‘가격’이 경쟁력,"제목의 키워드는 '전기차', '판매', '급감', '가격', '경쟁력'입니다. 

- '급감'은 부정적인 의미를 내포하고 있어 부정적인 감성을 반영합니다.
- '가격'과 '경쟁력'은 중립적이지만, 전체적인 맥락에서 부정적인 상황을 언급하고 있어 부정적인 감성을 강화합니다.

결론적으로, 이 제목은 **부정적**입니다."
머니투데이,"샤오미 전기차, 내년 상반기 출시 예정…""IT 기능 중요해져""","분석 결과: 중립

이 제목은 샤오미의 전기차 출시 일정과 IT 기능의 중요성을 언급하고 있지만 특별히 긍정적이거나 부정적인 감정을 전달하지 않습니다."
연합뉴스,"현대차·기아, LA오토쇼 참가…전기차 고성능·콘셉트 모델 선봬","분석 결과: 긍정

키워드: '참가', '전기차', '고성능', '콘셉트 모델', '선보이다' 등 긍정적인 의미를 가진 단어들이 포함되어 있어 긍정적인 감성을 나타냅니다."
한국경제,전기차 할인+추가 보조금...아이오닉5 480만원 싸져,"분석 결과: 긍정

키워드 ""할인"", ""추가 보조금"", ""싸져"" 등이 긍정적인 의미로 해석되어 전기차에 대한 긍정적인 소식임을 나타내고 있습니다."
노컷뉴스,잘 나가던 전기차 '멈칫'…중고시장 시세도 '뚝',"이 제목은 부정적인 감성을 가지고 있습니다. ""멈칫""과 ""뚝""이라는 키워드는 전기차의 성장이 중단되거나 떨어진 상황을 암시하며, 이는 부정적인 의미를 전달합니다."
한겨레,"수요 둔화에 재고 쌓이지만, 그래도 전기차는 달린다","분석 결과: 중립

키워드 '수요 둔화', '재고 쌓이지만'에서 부정적인 뉘앙스를 느낄 수 있지만, '전기차는 달린다'는 긍정적인 요소를 포함하고 있습니다. 전반적으로 긍정과 부정이 혼합되어 있어 중립으로 평가합니다."
국민일보,"美, 전기차 세액공제 제외 규정 발표 임박… 中차단 목적",부정
KBS,‘프랑스판 IRA’ 전기차 보조금…유럽산되고 아시아산 제외,"이 제목은 부정적인 감정을 나타냅니다. '아시아산 제외'라는 표현이 특정 지역의 제품을 배제하는 내용을 포함하고 있어, 차별적이거나 배제적인 의미를 전달하기 때문입니다. 따라서, 분석 결과는 **부정**입니다."
전주MBC,'전기차 시대 준비' 부족.. 부품 업체 고용 불안 커질라,"분석 결과: 부정

해석: 제목에서 '부족', '고용 불안'과 같은 부정적인 키워드가 사용되어, 전기차 시대에 대한 준비가 부족하다는 점을 강조하고 있습니다."
경향신문,바람 타고 연이 ‘두둥실’ 뜨니 전기차가 ‘완충’…어떻게?,"이 제목은 ""바람,"" ""연,"" ""완충"" 등의 키워드가 포함되어 있습니다. 이 단어들은 긍정적인 이미지를 주며, 전기차의 효율성이나 성능을 강조하는 느낌을 줍니다. 따라서 이 제목은 긍정적인 감성을 가지고 있다고 분석할 수 있습니다. 분석 결과: **긍정**."
파이낸셜뉴스,美 전기차 공급망 中 배제 강화...중 배터리 부품 들어가면 보조금 제외,부정
파이낸셜뉴스,"다시 돌아가는 GGM 공장… ""전기차 캐스퍼 곧 만나요""","이 제목에서 ""다시 돌아가는""과 ""곧 만나요""라는 표현은 긍정적인 느낌을 전달합니다. 공장이 다시 가동되고, 전기차 캐스퍼를 곧 만날 수 있다는 기대감이 드러나 있습니다. 따라서 이 제목은 **긍정**으로 분석할 수 있습니다."
오마이뉴스,"승부수 띄운 폴스타, 2025년 부산서 전기차 생산","분석 결과: 긍정

키워드: ""승부수"", ""2025년"", ""부산"", ""전기차 생산"" - 이 제목은 긍정적인 의미를 가지고 있으며, 특히 새로운 생산 계획이 언급되어 있어서 기대감을 주는 내용입니다."
조선비즈,[시승기] 2.7톤·659마력의 슈퍼 전기차… BMW i7 M70 x드라이브,"제목의 키워드를 분석해보면 ""슈퍼 전기차"", ""BMW"", ""659마력"" 등 긍정적인 요소가 포함되어 있습니다. 전기차의 성능과 브랜드에 대한 긍정적인 언급이 있어 감성적으로 긍정적인 인상을 줍니다.  

결과: 긍정"
머니투데이,'전기차'라더니 내부엔 배터리 없이 텅…보조금 54억 꿀꺽한 일당,"이 제목은 부정적인 감정을 나타냅니다. '텅', '꿀꺽한'과 같은 표현이 부정적인 뉘앙스를 주며, 전기차와 관련된 부정적인 사건을 담고 있습니다. 따라서 분석 결과는 **부정**입니다."
머니투데이,[기자수첩] 전기차는 1년의 '3분의 1'이 비수기,"이 제목은 ""전기차""와 ""비수기""라는 키워드가 포함되어 있습니다. 비수기라는 표현은 일반적으로 부정적인 어감을 줄 수 있으며, 전기차의 판매나 수요가 낮다는 것을 암시합니다. 따라서 이 제목은 부정적인 감정을 담고 있다고 분석할 수 있습니다. 

결과: 부정"
연합뉴스,'전기차 심장 핵심소재'…희토류 영구자석 이제 국내서 생산한다,"이 제목은 ""전기차"", ""핵심소재"", ""생산한다""와 같은 긍정적인 키워드를 포함하고 있습니다. 특히, ""이제 국내서 생산한다""는 내용을 통해 국내 산업의 발전과 자립성을 강조하고 있어 긍정적인 감정을 불러일으킵니다. 

따라서 이 제목의 감성 분석 결과는 **긍정**입니다."
전자신문,[전문가 기고]수요가 있는 곳에 전기차 공장이 간다,"이 제목은 ""전기차"", ""수요"", ""공장""이라는 긍정적인 키워드를 포함하고 있습니다. 전기차의 수요가 있다는 점과 관련된 긍정적인 발전을 암시하므로 분석 결과는 긍정으로 평가할 수 있습니다."
파이낸셜뉴스,"美 보조금 받는 전기차, 80%가 K배터리 탑재","분석 결과: 중립

키워드: ""美 보조금"", ""전기차"", ""80%"", ""K배터리 탑재""  
이 제목은 정보 전달적인 요소가 강하며, 긍정적이거나 부정적인 감정이 드러나지 않으므로 중립으로 평가됩니다."
연합뉴스,2025년부터 중국내 기업 핵심광물 쓴 전기차는 美 보조금 못받아(종합),"제목의 키워드 분석 결과: 

- ""중국"", ""기업"", ""핵심광물"", ""전기차"", ""미국"", ""보조금""

이 제목은 특정 기업들이 중국에서 핵심광물을 사용한 전기차에 대해 미국의 보조금을 받을 수 없다는 부정적인 내용을 담고 있습니다. 

결과: 부정"
채널A,IT기업 첫 전기차는 샤오미,"분석 결과: 긍정

키워드 ""첫 전기차""와 ""샤오미""는 혁신성과 새로운 시작을 나타내며, 이는 긍정적인 감정을 불러 일으킵니다. 전기차 시장에 진입하는 IT기업의 움직임은 대개 관심과 기대를 모으기 때문입니다."
연합뉴스,"'산유국 탈피 안간힘' 사우디, 전기차 배터리 진출 검토","이 제목에서 '탈피 안간힘'은 부정적인 뉘앙스를 지니고 있으며, '전기차 배터리 진출 검토'는 중립적입니다. 전반적으로 제목에서 느껴지는 감정은 부정적입니다. 따라서 이 제목의 감성 분석 결과는 **부정**입니다."
매일경제,中 완성차 수입 해마다 늘어…전기차 수입 19%가 중국산,"제목의 키워드는 ""완성차 수입"", ""전기차 수입"", ""중국산""입니다. 이 제목은 주로 정보 전달에 초점을 맞추고 있으며, 긍정적 또는 부정적인 감정을 드러내기보다는 사실을 나열하고 있습니다. 따라서 감성 분석 결과는 **중립**입니다."
JTBC,대륙의 진짜 실수 될까?…'샤오미' 이번엔 전기차 출시,"이 제목은 부정적 감정을 담고 있습니다. ""진짜 실수""라는 표현은 부정적인 뉘앙스를 주며, 샤오미의 전기차 출시가 불안 요소로 작용할 수 있다는 암시를 하고 있습니다. 따라서 전체적인 감성은 부정적입니다."
경향신문,"내연차 느낌의 전기차…울컥거림 없이 편안, 가성비도 매력","제목의 키워드에서 ""편안"", ""가성비"", ""매력""은 긍정적인 감정을 나타내고 ""울컥거림 없이""는 부정적인 감정을 완화하는 요소로 보입니다. 전반적으로 긍정적인 언급이 많아 보입니다. 따라서 이 제목은 **긍정**으로 분석하겠습니다."
kbc광주방송,화재에 취약한 전기차…'배터리 인증제'로 안전성 높인다,"제목의 키워드 ""화재에 취약한 전기차""와 ""안전성 높인다""를 분석했을 때, 전기차의 부정적인 측면(화재에 취약함)과 긍정적인 조치(안전성 높인다)가 함께 포함되어 있어 감정이 혼재되어 있습니다. 

결론: 중립"
연합뉴스,2시간 걸리던 전기차 화재 50분만에 진화…이동식 침수조 눈길,"제목: ""2시간 걸리던 전기차 화재 50분만에 진화…이동식 침수조 눈길""

분석 결과: 중립

이 제목은 전기차 화재를 진화하는 소요 시간의 변화를 언급하고 있으며, 이동식 침수조에 대한 주목을 나타내고 있지만, 긍정적이거나 부정적인 감정이 드러나지 않아서 중립적으로 해석됩니다."
KBS,"[9층시사국] 전기차, 안전합니까?","이 제목은 전기차의 안전성에 대한 의문을 제기하고 있습니다. ""안전합니까?""라는 질문 형태는 부정적인 뉘앙스를 내포하고 있어, 전기차에 대한 우려나 불신을 나타냅니다. 따라서 이 제목은 **부정**으로 분석할 수 있습니다."
동아일보,전기차 주춤하자 하이브리드 쾌속질주… 현대차 ‘투트랙’ 전략,"제목 키워드: ""전기차 주춤"", ""하이브리드 쾌속질주"", ""투트랙 전략"" 

감정 분석 결과: 중립

해설: 제목은 전기차와 하이브리드 차량의 경쟁 상황을 언급하며, 현대차의 전략을 설명하고 있습니다. 긍정적이거나 부정적인 감정이 뚜렷하지 않아 중립적인 것으로 판단됩니다."
머니투데이,'2030년 10만여개' 다 쓴 전기차 배터리 넘쳐날 것…벌써 돈 몰린다,"이 제목에서 '넘쳐날 것'과 '돈 몰린다'라는 표현은 부정적인 상황을 암시하지 않고, 오히려 사람들이 전기차 배터리에 대해 투자하고 있다는 긍정적인 시사점을 제공합니다. 따라서 이 제목은 **긍정**으로 분석됩니다."
지디넷코리아,상반기 세계 전기차 55% 중국서 팔렸다,"이 제목은 ""상반기"", ""세계"", ""전기차"", ""55%"", ""중국"" 등의 키워드를 포함하고 있습니다. 주된 내용은 판매량에 관한 정보이며, 특정 국가에서의 성과를 나타냅니다. 감정이 포함된 표현이 없기 때문에 중립적인 정보로 보입니다.

결과: 중립"
데일리안,'반값 전기차'의 이면… 국민혈세 먹는 하마 될까,"제목의 키워드인 '반값 전기차', '국민혈세', '하마'는 부정적인 의미를 내포하고 있습니다. '혈세 먹는 하마'라는 표현은 부정적인 함의를 가지며, 재정적 부담이 우려된다는 메시지를 전달합니다. 따라서 이 제목의 감성 분석 결과는 **부정적**입니다."
머니투데이,전기차 앞세운 中의 세계 공략…완성차 수출 44% 늘었다,"이 제목은 ""전기차"", ""앞세운"", ""세계 공략"", ""완성차 수출 44% 늘었다""와 같은 긍정적인 키워드가 포함되어 있습니다. 이러한 요소들은 중국의 전기차 산업의 성장과 성공을 강조하며 긍정적인 감정을 표현하고 있습니다. 

따라서, 이 제목의 감성 분석 결과는 **긍정**입니다."
연합뉴스,"LG이노텍, 전기차 핵심 '무선 배터리 관리시스템' 개발 성공","분석 결과: 긍정

키워드: ""LG이노텍"", ""전기차"", ""핵심"", ""무선 배터리 관리시스템"", ""개발 성공"" 

이 제목은 LG이노텍의 기술적 발전과 성공적인 개발을 강조하고 있어 긍정적인 감정을 전달합니다."
매일경제,중국 전기차 업체의 질주···“4분기 테슬라 따라잡을 것”,"이 제목에서 키워드는 ""중국 전기차 업체"", ""질주"", ""4분기"", ""테슬라 따라잡을 것""입니다. 

분석 결과: 긍정. 

이 제목은 중국 전기차 업체의 성장을 강조하며 경쟁력을 나타내고 있어 긍정적인 느낌을 줍니다."
